/vref_c (temperature=0) X,/vref_c (temperature=0) Y,/vref_c (temperature=27) X,/vref_c (temperature=27) Y,/vref_c (temperature=100) X,/vref_c (temperature=100) Y,/vref_p (temperature=0) X,/vref_p (temperature=0) Y,/vref_p (temperature=27) X,/vref_p (temperature=27) Y,/vref_p (temperature=100) X,/vref_p (temperature=100) Y
0.05700000000000004,0.05693451120750313,0.05700000000000004,0.05697363297019695,0.05700000000000004,0.05698091443535741,0.05700000000000004,0.001023929502609615,0.05700000000000004,0.002498758850185283,0.05700000000000004,0.01308104769980676
0.05800000000000004,0.05793393030693123,0.05800000000000004,0.05797327206169883,0.05800000000000004,0.05798044923886076,0.05800000000000004,0.001057120304431639,0.05800000000000004,0.00257212151265085,0.05800000000000004,0.01339106848689557
0.05900000000000005,0.05893337048267264,0.05900000000000005,0.05897291871578044,0.05900000000000005,0.05897997858217169,0.05900000000000005,0.001091126208365573,0.05900000000000005,0.002646944462096267,0.05900000000000005,0.0137039986960245
0.06000000000000005,0.05993283115165273,0.06000000000000005,0.05997257275268526,0.06000000000000005,0.05997950226291665,0.06000000000000005,0.001125970147741967,0.06000000000000005,0.002723260263026091,0.06000000000000005,0.01401983977253143
0.06100000000000005,0.06093231170667004,0.06100000000000005,0.06097223401304035,0.06100000000000005,0.06097902007010096,0.06100000000000005,0.001161675707904484,0.06100000000000005,0.002801102069549382,0.06100000000000005,0.01433859229443653
0.06200000000000005,0.06193181153945305,0.06200000000000005,0.06197190231983626,0.06200000000000005,0.06197853178917754,0.06200000000000005,0.001198267149667183,0.06200000000000005,0.002880503580489293,0.06200000000000005,0.01466025593113103
0.06300000000000004,0.06293133005636545,0.06300000000000004,0.06297157747719745,0.06300000000000004,0.06297803720282151,0.06300000000000004,0.001235769393923548,0.06300000000000004,0.002961499017720185,0.06300000000000004,0.01498482941800463
0.06400000000000004,0.06393086666662594,0.06400000000000004,0.06397125932881401,0.06400000000000004,0.06397753610278134,0.06400000000000004,0.00127420803556216,0.06400000000000004,0.003044123111109624,0.06400000000000004,0.0153123104024249
0.06500000000000004,0.06493042074404447,0.06500000000000004,0.06497094768971198,0.06500000000000004,0.06497702824951779,0.06500000000000004,0.00131360935158489,0.06500000000000004,0.003128411073222734,0.06500000000000004,0.0156426955802257
0.06600000000000004,0.06592999174456682,0.06600000000000004,0.06597064237235176,0.06600000000000004,0.06597651343353887,0.06600000000000004,0.00135400029953626,0.06600000000000004,0.003214398557828725,0.06600000000000004,0.01597598069281012
0.06700000000000005,0.06692957906553008,0.06700000000000005,0.06697034322940437,0.06700000000000005,0.06697599141107181,0.06700000000000005,0.001395408510414221,0.06700000000000005,0.003302121657127379,0.06700000000000005,0.01631216038813593
0.06800000000000005,0.06792918211802701,0.06800000000000005,0.06797005005984637,0.06800000000000005,0.06797546195209592,0.06800000000000005,0.001437862296107482,0.06800000000000005,0.003391616838464992,0.06800000000000005,0.01665122820791289
0.06900000000000005,0.06892880036632242,0.06900000000000005,0.06896976272385187,0.06900000000000005,0.06897492482204681,0.06900000000000005,0.001481390652011532,0.06900000000000005,0.003482920956809413,0.06900000000000005,0.01699317680193681
0.07000000000000005,0.06992843324332512,0.07000000000000005,0.06996948104456817,0.07000000000000005,0.06997437976777318,0.07000000000000005,0.001526023248803543,0.07000000000000005,0.003576071170948103,0.07000000000000005,0.01733799764129061
0.07100000000000005,0.0709280801846115,0.07100000000000005,0.07096920485858169,0.07100000000000005,0.07097647398597946,0.07100000000000005,0.001571790429468399,0.07100000000000005,0.003671104973424486,0.07100000000000005,0.01768594681787393
0.07200000000000005,0.07192774069147646,0.07200000000000005,0.07196893403907451,0.07200000000000005,0.07197599758050607,0.07200000000000005,0.001618723206011538,0.07200000000000005,0.003768060093818611,0.07200000000000005,0.01803648707494572
0.07300000000000005,0.07292741422884003,0.07300000000000005,0.07296866842857457,0.07300000000000005,0.07297551266078085,0.07300000000000005,0.001666853253341364,0.07300000000000005,0.00386697452109013,0.07300000000000005,0.01838986819085286
